PrefixSuffix-,SubDomains,HTTPS,DomainRegLen,HTTPSDomainURL,RequestURL,AnchorURL,ServerFormHandler,WebsiteTraffic,LinksPointingToPage,class
-1,1,1,-1,1,1,0,-1,0,0,1
-1,0,-1,-1,1,1,1,-1,0,0,-1
-1,0,-1,-1,1,-1,0,-1,-1,0,-1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,-1,1,-1,1,1,0,1,1,1,1
-1,1,1,-1,-1,1,1,-1,1,1,1
-1,1,1,-1,-1,1,0,1,1,1,1
-1,-1,-1,-1,1,1,-1,-1,-1,0,-1
1,1,1,-1,1,1,0,-1,1,1,1
1,1,1,-1,-1,1,1,-1,1,0,1
-1,-1,-1,1,1,-1,-1,-1,-1,0,-1
-1,0,0,1,1,-1,-1,-1,-1,0,-1
-1,1,1,-1,1,1,1,-1,1,0,1
1,0,-1,1,1,-1,0,-1,-1,1,1
-1,1,1,-1,-1,1,1,0,1,1,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
1,-1,-1,-1,-1,1,1,-1,0,1,1
-1,0,0,-1,1,1,-1,-1,-1,1,-1
-1,0,0,-1,1,-1,0,-1,0,0,-1
-1,0,0,-1,1,1,0,-1,-1,0,-1
-1,1,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,1,-1,-1,1,1
-1,0,0,-1,1,-1,-1,-1,-1,0,-1
-1,1,1,-1,1,1,0,-1,0,0,1
-1,1,1,-1,1,1,1,1,1,0,1
-1,-1,1,1,-1,-1,1,1,1,1,1
-1,1,-1,1,1,-1,0,-1,1,1,-1
-1,0,-1,1,1,-1,0,-1,0,1,-1
-1,0,-1,-1,1,1,-1,-1,1,0,-1
-1,-1,1,-1,1,1,0,-1,0,1,1
1,1,1,-1,1,1,0,-1,1,1,1
-1,0,-1,-1,1,-1,1,-1,-1,1,-1
1,1,1,-1,1,1,0,1,1,0,1
-1,-1,1,-1,1,1,0,-1,1,0,1
-1,0,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,-1,-1,0,1,-1
-1,1,0,1,1,-1,-1,-1,1,0,-1
-1,1,1,-1,1,-1,0,0,1,1,1
1,-1,1,1,1,-1,1,-1,1,0,1
-1,1,1,-1,1,1,1,-1,1,1,1
-1,0,-1,1,1,-1,-1,1,-1,0,-1
-1,1,0,-1,1,1,-1,-1,1,1,-1
-1,1,0,1,1,-1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,0,-1,0,0,-1
1,1,1,-1,1,1,1,-1,1,0,1
-1,1,0,-1,1,1,0,-1,0,0,-1
-1,1,1,1,-1,1,0,1,1,1,1
1,-1,1,-1,-1,1,1,-1,1,1,1
1,1,1,1,1,-1,1,-1,1,0,1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,1,0,1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,1,0,-1
-1,1,1,1,1,-1,0,-1,1,0,1
-1,0,1,-1,1,1,0,-1,0,0,-1
1,1,1,-1,-1,1,1,-1,1,1,1
-1,0,0,1,1,-1,-1,-1,-1,0,-1
-1,1,1,1,-1,-1,1,-1,1,1,1
-1,0,0,1,-1,-1,-1,-1,-1,1,-1
1,1,1,-1,1,1,0,-1,1,1,1
-1,0,0,1,1,1,-1,-1,0,0,-1
1,1,1,-1,1,1,0,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,0,1
-1,0,0,-1,1,1,-1,-1,1,0,-1
1,1,1,-1,1,1,0,1,1,0,1
-1,-1,-1,-1,1,-1,1,-1,-1,1,1
-1,0,0,1,1,-1,-1,-1,0,0,-1
-1,0,-1,-1,1,1,-1,-1,1,1,-1
-1,0,1,1,1,-1,1,1,-1,1,1
-1,0,1,1,1,-1,-1,0,-1,0,-1
-1,1,0,-1,1,1,1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
1,1,1,-1,-1,1,1,-1,1,1,1
-1,-1,1,-1,1,1,0,1,1,0,1
-1,0,-1,1,1,-1,0,-1,1,0,-1
-1,0,-1,-1,-1,1,0,-1,0,0,-1
-1,0,-1,1,-1,-1,0,-1,1,-1,-1
-1,0,0,-1,1,1,-1,-1,1,1,-1
-1,1,0,-1,1,1,-1,-1,-1,1,-1
-1,1,0,1,1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,0,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
1,1,1,-1,-1,1,1,-1,1,1,1
-1,1,1,-1,1,1,0,-1,0,0,-1
-1,-1,1,1,1,1,0,1,1,0,1
-1,1,-1,1,1,-1,-1,-1,0,0,-1
-1,1,-1,-1,1,1,0,-1,0,-1,-1
-1,0,1,-1,1,-1,0,-1,0,0,-1
-1,1,0,-1,1,1,-1,-1,0,0,-1
-1,0,-1,-1,1,1,0,-1,0,0,-1
1,0,1,-1,-1,1,1,-1,1,0,1
-1,-1,-1,-1,1,1,0,0,1,0,-1
1,1,1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,1,1,-1,-1,0,0,-1
-1,-1,1,-1,1,1,0,1,1,0,1
-1,-1,-1,-1,1,1,-1,-1,0,1,-1
-1,0,0,-1,1,1,-1,-1,-1,0,-1
-1,0,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,1,-1,-1,-1,1,-1
-1,1,1,1,1,-1,0,0,1,0,1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,-1,1,1,1,1,1,1,1
-1,1,1,1,1,1,0,1,1,1,1
-1,0,0,-1,-1,-1,-1,-1,-1,1,-1
-1,-1,1,-1,1,1,0,0,1,0,1
1,-1,1,1,1,-1,1,-1,0,0,1
-1,1,1,-1,1,1,0,1,1,0,1
1,1,1,-1,-1,1,0,-1,1,-1,1
-1,0,0,-1,1,1,-1,-1,-1,1,-1
-1,0,0,1,1,-1,-1,-1,0,1,-1
-1,0,-1,1,1,-1,0,-1,1,1,-1
-1,0,-1,-1,1,1,0,-1,1,0,-1
1,1,1,-1,1,1,1,-1,1,0,1
1,1,1,-1,1,1,1,-1,-1,-1,1
1,1,1,-1,1,1,0,-1,1,0,1
-1,0,-1,-1,-1,1,-1,-1,0,1,-1
-1,0,0,-1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,1,-1,-1,1,1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
-1,-1,1,1,-1,-1,1,-1,1,1,1
-1,1,1,-1,1,1,0,1,1,0,1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,0,0,-1,1,-1,-1,-1,0,0,-1
-1,0,1,-1,1,-1,0,1,1,0,1
-1,-1,1,-1,-1,1,-1,-1,0,1,-1
-1,-1,-1,-1,1,1,0,-1,1,0,1
-1,-1,1,-1,-1,1,-1,-1,0,1,-1
-1,-1,1,-1,1,1,0,1,1,0,1
-1,-1,-1,1,1,-1,-1,-1,1,0,-1
-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
-1,-1,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,1,-1,1,1,0,-1,0,0,-1
-1,0,1,1,1,-1,0,-1,1,0,-1
-1,0,1,-1,1,1,0,-1,0,0,-1
-1,0,-1,1,-1,-1,-1,-1,0,0,-1
-1,0,0,1,1,-1,-1,1,-1,0,-1
-1,1,1,-1,1,1,0,-1,0,1,-1
-1,1,1,-1,1,1,-1,-1,1,1,1
-1,1,1,-1,1,1,0,0,1,1,1
-1,0,1,1,-1,-1,0,1,1,1,1
-1,0,0,1,1,-1,-1,0,-1,1,-1
-1,1,1,-1,1,1,1,1,1,0,1
-1,0,0,1,1,1,-1,-1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,1
-1,0,-1,-1,-1,1,-1,0,-1,-1,-1
-1,1,1,-1,1,1,1,0,1,0,1
-1,0,-1,-1,1,1,0,-1,1,0,-1
1,1,1,-1,1,1,1,-1,1,0,1
-1,0,-1,1,1,-1,0,-1,1,0,-1
-1,0,1,1,1,-1,-1,-1,1,0,-1
-1,-1,1,1,-1,-1,0,0,-1,0,1
-1,0,0,-1,-1,-1,-1,-1,-1,0,-1
-1,0,0,-1,1,-1,-1,-1,0,0,-1
-1,1,1,-1,1,1,1,1,1,1,1
-1,1,1,1,1,-1,0,1,-1,0,1
-1,1,1,-1,1,1,-1,-1,1,-1,1
-1,1,1,1,-1,-1,0,-1,1,1,1
-1,1,1,1,-1,1,0,-1,1,1,1
-1,1,0,-1,-1,-1,-1,0,0,-1,-1
-1,0,-1,1,1,-1,-1,0,-1,-1,-1
-1,0,-1,-1,1,-1,-1,-1,-1,1,-1
-1,0,1,-1,1,-1,0,-1,1,0,-1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
-1,0,-1,-1,1,1,-1,-1,0,1,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,-1,0,-1,1,-1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,1,1,-1,-1,1,0,-1,1,1,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
1,1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,1,1,1,-1,1,1,-1,1,1
-1,1,1,1,-1,-1,1,-1,1,1,1
-1,1,1,-1,1,1,0,-1,1,0,-1
-1,1,1,-1,1,1,1,-1,1,1,1
-1,-1,1,1,-1,-1,0,-1,1,0,1
-1,0,-1,-1,1,1,-1,-1,1,1,-1
-1,-1,1,-1,1,1,0,-1,1,0,1
-1,1,0,-1,1,1,0,0,-1,0,-1
-1,1,1,-1,1,1,0,0,1,0,1
-1,1,1,-1,1,1,0,0,1,1,1
1,1,1,-1,-1,1,1,-1,1,-1,1
-1,-1,1,-1,1,1,0,0,1,0,1
-1,1,-1,-1,1,1,-1,-1,0,0,-1
-1,1,1,-1,1,1,0,1,1,0,1
-1,-1,1,-1,-1,-1,0,1,-1,1,1
-1,0,-1,1,1,-1,-1,-1,0,1,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,-1,1,-1,-1,-1,-1,1,-1
-1,1,0,-1,-1,1,-1,0,1,1,-1
-1,1,1,-1,1,1,0,1,1,0,1
-1,0,0,1,1,-1,-1,-1,1,1,-1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,0,1,-1,-1,-1,0,0,1,1,1
-1,0,-1,1,1,-1,-1,-1,0,1,-1
-1,0,-1,-1,1,-1,-1,-1,-1,0,-1
-1,0,1,-1,1,1,-1,-1,0,0,-1
1,1,-1,-1,1,1,1,-1,-1,1,1
1,1,1,1,-1,1,0,-1,1,1,1
1,-1,1,-1,1,1,0,-1,1,-1,1
-1,-1,1,-1,1,1,0,-1,1,-1,1
-1,0,1,1,1,1,-1,-1,0,0,-1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,0,-1,1,1,-1,-1,0,-1,0,-1
-1,1,1,-1,1,1,1,-1,1,1,1
-1,1,0,-1,1,1,-1,-1,-1,1,-1
-1,0,-1,-1,1,1,0,-1,1,0,-1
-1,-1,1,1,1,-1,0,0,1,0,1
-1,0,-1,-1,1,1,-1,-1,1,0,-1
-1,1,1,-1,1,1,0,-1,1,0,1
-1,0,0,1,1,1,-1,-1,1,1,-1
-1,1,1,-1,-1,1,0,0,1,1,1
-1,-1,1,-1,1,1,1,1,1,0,1
1,1,1,-1,1,1,0,-1,1,0,1
-1,-1,1,1,1,-1,1,-1,1,1,1
-1,0,-1,-1,-1,1,0,-1,0,0,-1
-1,0,1,-1,1,1,0,0,1,0,1
-1,1,1,-1,1,-1,1,1,0,0,1
-1,0,0,1,1,-1,-1,-1,-1,1,-1
-1,0,0,1,-1,-1,-1,-1,-1,1,-1
-1,1,1,1,-1,-1,0,-1,1,1,1
-1,1,0,-1,1,-1,-1,0,0,1,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
1,1,1,-1,1,1,1,-1,1,1,1
-1,1,1,-1,1,1,1,-1,0,0,1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
-1,1,-1,-1,1,1,0,-1,-1,1,1
-1,1,0,1,1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,1,-1,1,0,1
-1,1,1,-1,1,-1,1,1,0,0,1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
-1,0,-1,1,1,-1,-1,-1,0,1,-1
-1,0,-1,-1,1,-1,-1,-1,-1,1,-1
-1,0,-1,-1,1,-1,-1,1,-1,1,-1
-1,0,1,-1,-1,1,-1,-1,0,0,-1
-1,-1,1,-1,1,1,0,0,1,0,1
-1,0,-1,-1,1,1,-1,-1,1,0,-1
-1,0,-1,-1,1,1,-1,0,-1,1,-1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
-1,0,1,1,1,-1,0,1,1,0,1
-1,0,-1,-1,-1,1,-1,-1,1,1,-1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,-1,1,1,1,-1,1,1,1,0,1
-1,-1,-1,1,1,-1,0,0,1,0,1
-1,-1,1,-1,1,1,0,0,1,1,1
-1,0,1,-1,1,1,0,-1,0,-1,-1
1,-1,1,-1,1,1,0,-1,0,0,1
-1,0,1,-1,1,-1,0,-1,0,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,1,-1,1,1,-1,0,-1,0,1,-1
-1,1,0,1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,1,-1,-1,0,-1
1,1,1,1,1,-1,1,-1,1,0,1
-1,0,-1,1,1,-1,-1,-1,0,0,-1
1,0,1,-1,1,-1,1,-1,1,1,1
-1,1,1,-1,1,1,0,-1,0,0,1
-1,1,-1,-1,1,1,0,-1,0,0,-1
-1,-1,-1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,1,1,1,1,1
-1,1,1,-1,-1,1,0,-1,0,-1,1
-1,1,1,1,-1,-1,0,0,1,0,1
-1,1,1,1,1,-1,0,1,1,0,1
-1,1,1,-1,1,1,0,-1,0,0,1
1,1,1,-1,1,1,0,-1,0,0,1
-1,1,-1,1,1,-1,-1,-1,0,0,-1
-1,-1,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,0,1,1,0,1
-1,1,1,-1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,1,0,1,1,1,1
-1,0,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,0,1,-1,1,1
-1,0,1,1,1,-1,1,-1,1,0,1
-1,0,1,-1,1,1,1,-1,1,0,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,1,-1,1,1,1,0,-1,1,1,-1
-1,0,1,-1,-1,1,0,1,1,1,1
-1,1,-1,-1,1,-1,-1,-1,0,0,-1
-1,0,-1,-1,-1,1,0,-1,0,1,-1
-1,0,-1,1,1,-1,-1,0,-1,0,-1
-1,0,1,1,1,-1,0,-1,-1,1,1
-1,0,1,-1,1,-1,0,-1,0,0,1
-1,0,-1,-1,1,1,0,-1,1,0,1
1,0,1,1,1,-1,0,1,1,1,1
-1,1,1,-1,1,1,1,1,1,0,1
-1,0,-1,-1,1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,1,-1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,0,-1,1,0,-1
-1,1,-1,1,-1,-1,-1,-1,-1,1,-1
-1,1,1,-1,1,-1,1,-1,1,0,1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,1,1,1,1,-1,0,1,1,0,1
-1,0,1,1,1,-1,0,1,-1,0,1
-1,1,-1,1,1,-1,-1,-1,-1,0,-1
1,1,1,-1,1,1,1,-1,-1,1,1
-1,0,0,1,-1,-1,-1,-1,-1,1,-1
-1,1,-1,-1,1,1,0,-1,0,0,-1
-1,0,-1,1,1,-1,-1,0,-1,1,-1
-1,1,1,-1,1,1,0,-1,0,1,1
-1,1,1,-1,1,1,1,1,-1,1,1
-1,0,1,-1,1,1,1,-1,1,0,1
-1,0,1,-1,1,1,0,-1,0,1,1
-1,0,-1,1,1,-1,0,-1,1,0,-1
-1,1,1,1,1,1,0,1,1,0,1
-1,1,1,-1,1,1,0,-1,1,0,1
1,0,1,-1,1,1,0,-1,1,1,1
-1,0,-1,1,1,-1,0,-1,0,1,-1
-1,0,-1,1,1,1,-1,-1,0,0,-1
-1,0,1,1,1,-1,0,-1,1,0,1
-1,0,-1,1,1,1,-1,-1,-1,1,-1
-1,0,1,-1,-1,1,0,-1,-1,0,1
-1,-1,-1,1,1,-1,0,-1,1,1,-1
1,1,1,1,1,-1,1,-1,0,0,1
-1,-1,-1,1,1,-1,-1,-1,0,0,-1
-1,1,-1,1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,0,-1,1,0,1
-1,-1,-1,-1,-1,1,-1,0,-1,0,-1
-1,-1,-1,-1,1,1,-1,-1,-1,0,-1
-1,0,1,1,1,-1,1,-1,1,0,1
-1,0,-1,1,1,-1,0,-1,1,0,1
-1,0,-1,1,1,1,-1,-1,1,1,-1
-1,0,-1,-1,1,1,-1,-1,0,0,-1
-1,0,1,-1,1,1,0,1,1,0,1
-1,0,-1,1,-1,-1,-1,-1,0,1,-1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
1,1,1,-1,1,1,0,-1,1,1,1
1,1,1,-1,1,1,1,-1,1,0,1
-1,1,1,-1,1,1,0,-1,1,0,1
-1,0,-1,-1,1,-1,0,-1,1,0,-1
-1,0,1,1,1,-1,1,1,1,0,1
-1,1,1,-1,-1,1,1,0,1,1,1
-1,0,0,-1,1,1,-1,-1,-1,-1,-1
1,1,1,-1,1,1,1,-1,1,-1,1
-1,0,1,-1,1,-1,0,1,1,1,1
-1,1,1,1,1,-1,1,0,-1,0,1
-1,0,1,-1,1,-1,0,-1,-1,1,1
-1,1,-1,1,1,-1,0,-1,1,0,-1
-1,0,0,1,1,-1,0,0,-1,1,-1
-1,1,1,-1,-1,1,1,-1,1,1,1
-1,0,0,1,1,-1,-1,-1,-1,0,-1
-1,1,1,-1,-1,1,0,0,1,1,1
-1,-1,-1,-1,1,1,-1,-1,-1,1,-1
-1,1,1,1,1,1,0,-1,0,1,1
-1,1,1,-1,1,1,0,1,1,0,1
-1,0,0,1,-1,-1,0,-1,0,1,-1
1,1,1,1,1,-1,1,-1,1,0,1
-1,0,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,-1,-1,1,-1,0,-1,1,-1
-1,0,1,-1,1,1,0,1,1,0,1
-1,1,1,-1,1,1,1,-1,1,0,1
-1,1,1,-1,-1,1,0,-1,1,-1,1
-1,0,-1,1,1,-1,0,-1,1,1,-1
-1,1,-1,-1,1,1,0,-1,0,1,1
-1,1,0,1,-1,-1,-1,-1,-1,1,-1
-1,0,0,-1,1,1,0,-1,0,0,-1
-1,1,1,-1,1,1,1,-1,1,0,1
-1,0,-1,1,1,-1,-1,0,-1,0,-1
-1,0,1,-1,1,1,0,-1,1,1,1
-1,1,1,-1,1,1,0,1,1,0,1
-1,0,1,-1,1,1,0,1,1,0,1
-1,0,-1,1,1,-1,-1,0,0,0,-1
-1,0,1,-1,-1,1,1,-1,1,1,1
-1,1,0,-1,1,1,-1,-1,0,0,-1
-1,1,1,-1,1,1,1,-1,1,1,1
1,1,1,-1,1,1,0,-1,1,1,1
-1,0,1,-1,1,1,0,0,1,1,1
-1,0,-1,1,1,1,0,-1,1,1,-1
1,1,1,-1,1,1,1,-1,1,0,1
-1,0,-1,-1,1,1,0,-1,1,0,-1
1,0,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,0,-1,1,-1,1
-1,0,0,-1,1,1,0,-1,0,0,-1
-1,0,1,-1,1,1,-1,-1,0,0,-1
-1,1,1,1,1,-1,0,-1,1,0,1
-1,1,1,-1,1,1,0,0,1,0,1
-1,0,-1,1,1,-1,0,-1,0,0,-1
1,1,1,1,1,-1,1,1,1,0,1
-1,1,1,1,1,1,0,-1,0,1,1
1,0,1,1,1,-1,1,-1,1,0,1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
1,0,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,-1,1,0,-1,0,1,-1
-1,1,0,-1,1,1,-1,-1,-1,1,-1
-1,0,-1,1,1,-1,-1,-1,-1,1,-1
-1,1,0,-1,1,1,0,-1,1,-1,1
-1,1,0,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,1,1,1,-1,-1,0,-1,-1,0,1
-1,1,0,1,1,-1,1,-1,-1,1,-1
1,1,1,-1,1,1,1,-1,1,0,1
-1,0,-1,-1,1,-1,0,-1,1,0,-1
-1,-1,1,-1,-1,1,1,-1,1,1,1
-1,0,1,-1,1,1,0,0,1,0,1
-1,0,-1,-1,1,1,-1,-1,0,1,-1
-1,0,-1,1,1,-1,0,-1,1,1,-1
-1,1,-1,-1,1,1,0,-1,0,0,-1
1,-1,1,-1,1,1,1,-1,1,0,1
-1,0,1,-1,1,1,0,-1,0,0,-1
1,0,1,1,1,-1,1,-1,1,1,1
1,1,1,-1,1,1,1,1,1,1,1
-1,1,1,-1,1,-1,0,-1,-1,1,1
-1,0,0,-1,1,1,-1,-1,1,1,-1
-1,1,1,-1,1,-1,0,-1,1,0,1
-1,0,-1,1,-1,-1,0,-1,1,1,-1
-1,-1,1,-1,1,-1,0,1,1,0,1
-1,-1,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,1,1,1,0,1
-1,1,1,-1,1,1,1,1,1,0,1
1,-1,1,1,1,-1,1,1,1,1,1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,1,-1,-1,-1,1,-1
-1,0,1,-1,-1,1,0,-1,1,0,1
-1,-1,1,-1,1,1,0,0,1,1,1
-1,0,1,1,-1,-1,0,-1,0,1,-1
-1,-1,1,-1,1,1,0,0,1,0,1
-1,0,1,-1,1,1,0,-1,1,0,1
-1,1,1,-1,1,1,0,-1,1,-1,1
-1,1,1,-1,1,1,1,1,1,0,1
-1,1,1,1,1,-1,0,-1,1,1,1
-1,0,1,-1,-1,1,0,1,1,1,1
-1,0,-1,1,-1,-1,-1,-1,1,1,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,1,1,-1,-1,1,1,-1,1,-1,1
-1,0,-1,1,1,-1,0,-1,1,0,-1
-1,0,-1,-1,1,1,0,1,-1,1,-1
-1,1,1,-1,1,1,0,1,1,1,1
-1,1,1,-1,1,1,0,0,1,0,1
-1,1,1,1,-1,-1,0,1,-1,-1,1
-1,1,0,1,1,-1,-1,-1,-1,0,-1
1,1,1,-1,-1,1,1,-1,1,1,1
-1,1,1,-1,1,1,0,1,1,0,1
-1,1,-1,-1,1,1,0,-1,0,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,-1,1,-1,1,1,0,-1,1,0,1
-1,0,0,1,1,1,0,-1,0,0,-1
-1,0,0,-1,-1,1,-1,-1,1,1,-1
-1,0,-1,1,1,-1,0,-1,1,1,-1
-1,-1,1,-1,-1,1,1,-1,1,-1,1
-1,0,-1,-1,1,-1,-1,-1,0,0,-1
-1,0,0,-1,-1,1,0,-1,0,1,-1
-1,0,-1,-1,-1,1,-1,-1,1,1,-1
-1,0,0,-1,1,1,-1,-1,-1,0,-1
-1,1,1,-1,1,1,1,1,1,0,1
1,0,-1,-1,1,1,0,-1,1,0,1
1,0,1,-1,-1,1,1,-1,1,1,1
-1,0,-1,-1,1,1,-1,-1,0,0,-1
-1,-1,1,1,-1,-1,1,-1,1,1,1
-1,0,0,1,1,-1,-1,-1,-1,0,-1
-1,1,0,-1,1,1,-1,-1,1,1,-1
-1,1,1,-1,-1,1,0,0,1,1,1
-1,1,1,-1,1,1,0,0,1,-1,1
-1,0,-1,-1,1,-1,-1,-1,-1,0,-1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,1,1,-1,-1,0,-1,0,-1
-1,0,-1,-1,1,-1,-1,-1,-1,1,-1
-1,1,1,-1,1,1,0,1,1,0,1
-1,1,0,-1,1,1,-1,-1,1,0,-1
-1,0,1,1,1,-1,0,0,1,1,1
-1,-1,1,1,1,-1,0,1,-1,0,1
1,1,1,-1,1,1,0,-1,1,1,1
1,1,1,-1,1,1,1,-1,1,0,1
-1,1,1,1,1,1,0,1,1,0,1
-1,-1,1,-1,1,1,1,1,1,0,1
-1,0,0,-1,-1,-1,0,-1,1,0,-1
-1,-1,-1,-1,1,1,0,-1,1,0,1
-1,0,-1,-1,1,1,-1,-1,-1,0,-1
-1,-1,1,-1,1,-1,1,-1,-1,1,1
-1,-1,1,1,1,-1,0,0,1,0,1
-1,1,0,-1,1,1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1
-1,0,-1,-1,1,-1,-1,-1,-1,0,-1
-1,0,0,-1,1,1,-1,-1,-1,-1,-1
1,-1,1,1,1,-1,1,-1,1,1,1
-1,1,1,-1,1,-1,0,1,1,0,1
-1,0,-1,-1,1,1,-1,0,-1,0,-1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,-1,1,1,1,-1,0,-1,1,0,1
-1,0,1,-1,1,1,0,0,1,0,1
-1,0,-1,-1,1,1,0,-1,0,0,-1
-1,-1,1,1,1,-1,0,-1,-1,0,1
-1,1,1,-1,1,1,1,1,1,0,1
-1,-1,1,-1,1,1,0,1,1,0,1
-1,1,1,-1,1,1,1,1,1,1,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,0,-1,1,-1,-1,-1,-1,-1,0,-1
-1,1,1,1,1,-1,0,-1,1,1,-1
-1,1,1,-1,1,1,0,-1,0,0,1
1,0,1,-1,1,1,1,-1,1,0,1
-1,0,-1,1,1,-1,-1,-1,0,1,-1
-1,1,-1,1,1,-1,-1,-1,0,0,-1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,1,1,-1,1,1,0,0,1,0,1
-1,0,-1,-1,1,-1,-1,1,-1,0,-1
-1,0,1,-1,-1,-1,-1,-1,0,0,-1
-1,0,1,1,1,-1,0,0,1,1,1
1,0,1,-1,1,1,1,-1,1,0,1
-1,0,-1,-1,1,1,-1,-1,-1,1,-1
-1,1,0,-1,1,1,-1,-1,0,0,-1
-1,1,1,1,1,1,1,0,1,0,1
-1,0,1,1,1,-1,-1,-1,-1,1,-1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
1,1,1,-1,-1,1,1,-1,1,1,1
-1,1,-1,1,-1,-1,-1,-1,-1,1,-1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,0,-1,-1,1,1,-1,1,1,-1,-1
-1,0,1,-1,1,1,0,0,1,0,1
-1,0,1,-1,1,1,0,-1,1,1,1
1,1,1,-1,1,1,1,-1,1,0,1
-1,1,-1,-1,-1,1,-1,-1,1,0,-1
-1,1,1,-1,1,-1,1,-1,1,0,1
-1,1,1,-1,-1,1,0,1,1,1,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,0,0,1,1,-1,0,-1,-1,1,-1
-1,0,-1,1,1,1,0,-1,-1,0,-1
-1,1,1,-1,1,1,0,-1,0,0,1
-1,-1,1,-1,1,1,0,1,1,0,1
-1,-1,1,-1,1,-1,0,1,1,0,1
1,0,1,-1,-1,1,1,-1,1,1,1
-1,0,-1,1,1,-1,-1,-1,-1,0,-1
-1,0,0,-1,1,1,-1,-1,0,1,-1
-1,0,1,-1,-1,1,0,0,1,-1,1
